id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
94277109,,35000.0,35000.0,34975.0, 60 months,28.69,1104.37,F,F1,Pharmacist,10+ years,MORTGAGE,200000.0,Verified,Dec-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94277109,,small_business,Business,773xx,TX,16.31,0.0,Sep-1996,685.0,689.0,2.0,,,19.0,0.0,108503.0,63.7,29.0,f,0.0,0.0,22477.33,22461.27,5940.07,16482.04,55.22,0.0,0.0,Oct-2018,1472.49,,Mar-2019,549.0,545.0,0.0,,1.0,Individual,,,,0.0,0.0,453230.0,3.0,3.0,2.0,3.0,3.0,57292.0,94.0,2.0,2.0,32796.0,74.0,158900.0,3.0,0.0,9.0,6.0,23854.0,50397.0,63.7,0.0,0.0,129.0,239.0,11.0,3.0,4.0,11.0,,4.0,,0.0,13.0,13.0,14.0,18.0,5.0,14.0,19.0,13.0,19.0,0.0,0.0,0.0,5.0,100.0,57.1,0.0,0.0,529519.0,165795.0,158900.0,61119.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67839136,,22800.0,22800.0,22800.0, 36 months,8.38,718.48,B,B1,Specialty Investigations,3 years,MORTGAGE,155000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67839136,,debt_consolidation,Debt consolidation,601xx,IL,27.57,0.0,Dec-1996,720.0,724.0,0.0,,,18.0,0.0,55032.0,44.0,38.0,w,0.0,0.0,25017.1622686198,25017.16,22800.0,2217.16,0.0,0.0,0.0,Jun-2017,71.19,,Mar-2019,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,468129.0,1.0,3.0,1.0,2.0,2.0,77057.0,80.0,3.0,4.0,16632.0,60.0,125000.0,0.0,0.0,1.0,6.0,27537.0,58859.0,41.9,0.0,0.0,228.0,217.0,7.0,2.0,7.0,9.0,,7.0,,0.0,4.0,7.0,6.0,9.0,9.0,13.0,22.0,7.0,18.0,0.0,0.0,0.0,4.0,100.0,16.7,0.0,0.0,584310.0,132089.0,101300.0,96060.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
134320720,,4400.0,4400.0,4400.0, 36 months,6.83,135.52,A,A3,,,RENT,36000.0,Not Verified,Jun-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=134320720,,other,Other,891xx,NV,10.47,0.0,Apr-1997,800.0,804.0,1.0,,,18.0,0.0,3589.0,6.0,26.0,w,3382.77,3382.77,1216.34,1216.34,1017.23,199.11,0.0,0.0,0.0,Mar-2019,135.52,Apr-2019,Mar-2019,799.0,795.0,0.0,,1.0,Individual,,,,0.0,0.0,8107.0,2.0,1.0,1.0,2.0,5.0,4518.0,90.0,3.0,7.0,178.0,13.0,59800.0,2.0,0.0,2.0,9.0,450.0,35021.0,0.8,0.0,0.0,31.0,253.0,4.0,4.0,0.0,7.0,,4.0,,0.0,3.0,7.0,6.0,10.0,3.0,17.0,23.0,7.0,18.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,64800.0,8107.0,35300.0,5000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
139276292,,40000.0,40000.0,40000.0, 60 months,13.56,921.64,C,C1,RN ,2 years,MORTGAGE,55000.0,Source Verified,Aug-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=139276292,,debt_consolidation,Debt consolidation,815xx,CO,31.07,0.0,May-2006,720.0,724.0,1.0,43.0,,14.0,0.0,18826.0,27.4,38.0,w,36598.95,36598.95,6421.35,6421.35,3401.05,3020.3,0.0,0.0,0.0,Mar-2019,921.64,Apr-2019,Mar-2019,689.0,685.0,0.0,,1.0,Joint App,190000.0,16.11,Source Verified,0.0,613.0,330835.0,3.0,2.0,2.0,2.0,2.0,119447.0,98.0,2.0,7.0,15435.0,45.0,68600.0,1.0,0.0,9.0,10.0,23631.0,40419.0,31.3,0.0,0.0,147.0,132.0,1.0,1.0,7.0,1.0,,1.0,,0.0,5.0,7.0,6.0,10.0,16.0,11.0,15.0,7.0,14.0,0.0,0.0,0.0,4.0,91.9,0.0,0.0,0.0,378162.0,138273.0,58800.0,110801.0,62977.0,680.0,684.0,Aug-2006,0.0,7.0,7.0,42.0,3.0,11.0,0.0,0.0,34.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
14569071,,12000.0,12000.0,12000.0, 36 months,18.25,435.34,D,D3,supervisore,10+ years,MORTGAGE,95000.0,Not Verified,Apr-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=14569071,,debt_consolidation,Debt consolidation,170xx,PA,26.28,0.0,Dec-1995,680.0,684.0,3.0,,,18.0,0.0,31712.0,75.5,21.0,w,0.0,0.0,15672.0110919714,15672.01,12000.0,3672.01,0.0,0.0,0.0,Apr-2017,435.11,,Dec-2017,629.0,625.0,0.0,,1.0,Individual,,,,0.0,0.0,101953.0,,,,,,,,,,,,42000.0,,,,5.0,5664.0,1066.0,95.5,0.0,0.0,138.0,45.0,1.0,1.0,2.0,22.0,,4.0,,0.0,5.0,10.0,6.0,7.0,4.0,14.0,15.0,10.0,18.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,164649.0,55002.0,23600.0,52712.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1522423,,11500.0,11500.0,11500.0, 36 months,13.11,388.1,B,B4,Frederic Fekkai Salons,2 years,RENT,33000.0,Verified,Sep-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1522423,  Borrower added on 09/11/12 > I am trying to pay off a high interest credit card card and a very high interest loan in hopes to channel my monthly payments down and pay off my debts at a quicker rate.<br>,credit_card,pay down loan,900xx,CA,28.22,0.0,Oct-2000,675.0,679.0,0.0,,,9.0,0.0,6473.0,65.8,17.0,f,0.0,0.0,13971.163209626598,13971.16,11500.0,2471.16,0.0,0.0,0.0,Sep-2015,389.92,,Aug-2018,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,30374.0,,,,,,,,,,,,9842.0,,,,6.0,3375.0,3269.0,66.4,0.0,0.0,145.0,139.0,1.0,1.0,0.0,1.0,,,,0.0,3.0,3.0,4.0,6.0,6.0,5.0,11.0,3.0,9.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,36010.0,30374.0,9742.0,26168.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88219218,,25200.0,25200.0,25200.0, 36 months,9.49,807.12,B,B2,Manager ,10+ years,MORTGAGE,96000.0,Source Verified,Aug-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88219218,,credit_card,,038xx,NH,28.88,1.0,Aug-2000,675.0,679.0,1.0,10.0,,15.0,0.0,44572.0,76.2,35.0,f,3941.5,3941.5,24994.15,24994.15,21258.5,3735.65,0.0,0.0,0.0,Mar-2019,807.12,Apr-2019,Mar-2019,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,250617.0,0.0,4.0,1.0,3.0,8.0,50602.0,86.0,1.0,3.0,17545.0,81.0,58500.0,0.0,3.0,3.0,6.0,16708.0,3953.0,89.0,0.0,0.0,160.0,192.0,7.0,7.0,5.0,7.0,,1.0,10.0,0.0,3.0,8.0,4.0,9.0,11.0,10.0,18.0,8.0,15.0,0.0,0.0,0.0,2.0,97.1,50.0,0.0,0.0,321270.0,95174.0,35900.0,58770.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
83333276,,40000.0,40000.0,40000.0, 60 months,12.79,905.83,C,C1,Vice President of operations ,10+ years,MORTGAGE,140000.0,Verified,Jun-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=83333276,,debt_consolidation,Debt consolidation,923xx,CA,22.34,0.0,Jun-1999,720.0,724.0,0.0,47.0,,11.0,0.0,17238.0,2.1,55.0,w,0.0,0.0,15211.71,15211.71,7401.87,5451.33,0.0,2358.51,212.2659,Aug-2017,905.83,,Jul-2018,539.0,535.0,0.0,47.0,1.0,Individual,,,,0.0,0.0,643595.0,2.0,3.0,4.0,9.0,3.0,133191.0,,0.0,1.0,14788.0,2.0,84500.0,4.0,0.0,9.0,11.0,58509.0,59762.0,2.5,0.0,0.0,145.0,204.0,20.0,3.0,7.0,20.0,,5.0,,2.0,4.0,4.0,5.0,18.0,23.0,6.0,24.0,4.0,11.0,0.0,0.0,0.0,5.0,96.3,0.0,0.0,0.0,736841.0,150630.0,77000.0,151260.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
131117795,,13000.0,13000.0,13000.0, 36 months,7.96,407.14,A,A5,"Owner, Mefical Biller",10+ years,RENT,96000.0,Source Verified,Apr-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131117795,,debt_consolidation,Debt consolidation,460xx,IN,18.3,0.0,May-2000,700.0,704.0,0.0,,,7.0,0.0,12141.0,29.2,19.0,w,9350.59,9350.59,4472.79,4472.79,3649.41,823.38,0.0,0.0,0.0,Mar-2019,407.14,Apr-2019,Mar-2019,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,31253.0,0.0,2.0,0.0,1.0,14.0,19112.0,45.0,0.0,0.0,3111.0,37.0,41600.0,0.0,0.0,1.0,1.0,4465.0,29459.0,29.2,1.0,0.0,139.0,215.0,45.0,14.0,3.0,45.0,,6.0,,0.0,5.0,5.0,5.0,6.0,4.0,5.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,84394.0,31253.0,41600.0,42794.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
122276535,,4000.0,4000.0,4000.0, 36 months,9.44,128.02,B,B1,,,RENT,15700.0,Verified,Nov-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=122276535,,moving,Moving and relocation,337xx,FL,27.37,0.0,Jul-2006,765.0,769.0,0.0,,,7.0,0.0,1655.0,19.2,12.0,f,2360.56,2360.56,2059.86,2059.86,1639.44,420.42,0.0,0.0,0.0,Mar-2019,128.02,Apr-2019,Mar-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,9296.0,0.0,2.0,0.0,2.0,13.0,7641.0,75.0,0.0,0.0,1541.0,49.0,8600.0,0.0,1.0,0.0,2.0,1328.0,1759.0,46.7,0.0,0.0,135.0,60.0,30.0,13.0,0.0,52.0,,,,0.0,1.0,3.0,1.0,1.0,7.0,5.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,18860.0,9296.0,3300.0,10260.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
13717730,,20000.0,20000.0,20000.0, 36 months,13.65,680.16,C,C1,Registered Nurse,< 1 year,MORTGAGE,55000.0,Not Verified,Apr-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=13717730,,debt_consolidation,Debt consolidation,342xx,FL,19.11,0.0,Dec-1998,705.0,709.0,0.0,,,12.0,0.0,25885.0,68.3,25.0,f,0.0,0.0,24485.6578448533,24485.66,20000.0,4485.66,0.0,0.0,0.0,Apr-2017,680.06,,Jan-2018,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,156605.0,,,,,,,,,,,,37900.0,,,,6.0,17401.0,3070.0,86.1,0.0,0.0,148.0,184.0,4.0,4.0,2.0,4.0,,12.0,,0.0,4.0,6.0,6.0,11.0,5.0,10.0,18.0,6.0,12.0,0.0,0.0,0.0,2.0,100.0,75.0,0.0,0.0,178117.0,37209.0,22100.0,14536.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115096496,,3000.0,3000.0,3000.0, 36 months,21.45,113.72,D,D5,Assistant Manager,< 1 year,MORTGAGE,30000.0,Verified,Aug-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115096496,,vacation,Vacation,853xx,AZ,43.83,0.0,Feb-2013,660.0,664.0,1.0,,,10.0,0.0,6007.0,53.6,23.0,f,1645.72,1645.72,2168.98,2168.98,1354.28,814.7,0.0,0.0,0.0,Mar-2019,129.17,Apr-2019,Mar-2019,669.0,665.0,0.0,,1.0,Joint App,75000.0,27.56,Verified,0.0,0.0,246158.0,2.0,2.0,2.0,2.0,6.0,34630.0,93.0,5.0,6.0,2005.0,84.0,11200.0,3.0,1.0,10.0,9.0,24616.0,4390.0,57.0,0.0,0.0,35.0,53.0,2.0,2.0,1.0,8.0,,2.0,,0.0,5.0,6.0,5.0,12.0,3.0,7.0,19.0,6.0,10.0,0.0,0.0,0.0,8.0,100.0,80.0,0.0,0.0,255791.0,40637.0,10200.0,37413.0,19611.0,645.0,649.0,Jul-2006,0.0,1.0,10.0,80.4,3.0,14.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
12567576,,18825.0,18825.0,18825.0, 60 months,20.49,503.9,E,E2,FINANCE DIRECTOR,5 years,OWN,250000.0,Source Verified,Mar-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=12567576,  Borrower added on 03/11/14 > Update kitchen and bathrooms<br>,home_improvement,Home improvement,331xx,FL,5.11,0.0,Apr-2000,660.0,664.0,4.0,61.0,49.0,11.0,1.0,2388.0,37.3,54.0,w,0.0,0.0,26237.9,26237.9,18825.0,7387.7,25.2,0.0,0.0,May-2016,13615.2,,Mar-2019,734.0,730.0,0.0,61.0,1.0,Individual,,,,0.0,0.0,65927.0,,,,,,,,,,,,6400.0,,,,11.0,5993.0,4012.0,37.3,0.0,0.0,141.0,167.0,10.0,2.0,3.0,10.0,,1.0,61.0,1.0,3.0,3.0,5.0,12.0,34.0,5.0,17.0,3.0,11.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,69788.0,65927.0,6400.0,63388.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
73420647,,6000.0,6000.0,6000.0, 36 months,12.99,202.14,C,C2,department manager,10+ years,MORTGAGE,50000.0,Not Verified,Apr-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73420647,,debt_consolidation,Debt consolidation,473xx,IN,19.92,1.0,Sep-2005,690.0,694.0,2.0,12.0,,2.0,0.0,0.0,,14.0,w,199.9,199.9,7076.3,7076.3,5800.1,1276.2,0.0,0.0,0.0,Mar-2019,202.14,Apr-2019,Mar-2019,644.0,640.0,0.0,33.0,1.0,Individual,,,,0.0,0.0,15110.0,1.0,2.0,1.0,1.0,3.0,15110.0,73.0,0.0,0.0,0.0,73.0,0.0,3.0,0.0,3.0,1.0,7555.0,,,0.0,0.0,126.0,123.0,48.0,3.0,0.0,,12.0,2.0,12.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,57.1,,0.0,0.0,20634.0,15110.0,0.0,20634.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
50053866,,4200.0,4200.0,4200.0, 36 months,14.65,144.88,C,C5,SAP Specialist,3 years,MORTGAGE,85000.0,Not Verified,May-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=50053866,,home_improvement,Home improvement,029xx,RI,9.61,1.0,Jun-2003,680.0,684.0,3.0,7.0,,18.0,0.0,9268.0,38.9,34.0,f,0.0,0.0,5105.1898084346,5105.19,4200.0,905.19,0.0,0.0,0.0,Jun-2017,1636.62,,Dec-2018,674.0,670.0,0.0,7.0,1.0,Individual,,,,0.0,0.0,317213.0,,,,,,,,,,,,23800.0,,,,9.0,17623.0,5732.0,61.8,0.0,0.0,68.0,143.0,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,2.0,3.0,9.0,18.0,7.0,14.0,2.0,18.0,0.0,0.0,1.0,3.0,97.0,33.3,0.0,0.0,596055.0,70695.0,15000.0,69255.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
140368566,,40000.0,40000.0,40000.0, 60 months,8.46,819.9,A,A5,Registered Nurse,6 years,MORTGAGE,85000.0,Verified,Sep-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=140368566,,debt_consolidation,Debt consolidation,174xx,PA,18.75,0.0,Sep-2008,690.0,694.0,1.0,,,13.0,0.0,35151.0,67.9,24.0,w,36639.42,36639.42,4975.6,4975.6,3360.58,1615.02,0.0,0.0,0.0,Mar-2019,819.9,Apr-2019,Mar-2019,809.0,805.0,0.0,,1.0,Individual,,,,0.0,0.0,309948.0,1.0,7.0,1.0,3.0,6.0,58569.0,78.0,2.0,2.0,15941.0,71.0,51800.0,1.0,1.0,2.0,5.0,23842.0,12941.0,72.3,0.0,0.0,120.0,84.0,10.0,6.0,2.0,10.0,,6.0,,0.0,3.0,4.0,4.0,4.0,15.0,5.0,7.0,4.0,13.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,342792.0,93720.0,46800.0,65921.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
51217188,,20000.0,20000.0,20000.0, 36 months,10.99,654.68,B,B4,Physician,8 years,RENT,102000.0,Source Verified,Jun-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=51217188,,debt_consolidation,Debt consolidation,606xx,IL,31.79,1.0,Aug-1998,675.0,679.0,3.0,14.0,,20.0,0.0,33395.0,57.8,45.0,w,0.0,0.0,9248.37,9248.37,5924.01,1919.94,32.73,1371.69,246.9042,Jul-2016,2651.45,,Jan-2017,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,288883.0,,,,,,,,,,,,57800.0,,,,2.0,16049.0,1363.0,93.3,0.0,0.0,202.0,195.0,21.0,8.0,0.0,21.0,,4.0,14.0,0.0,5.0,9.0,5.0,8.0,23.0,14.0,21.0,9.0,20.0,0.0,0.0,0.0,1.0,97.2,100.0,0.0,0.0,300229.0,288883.0,20200.0,242318.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
94163349,,5300.0,5300.0,5300.0, 36 months,8.24,166.68,B,B1,Account Executive,5 years,RENT,140000.0,Not Verified,Dec-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94163349,,credit_card,Credit card refinancing,077xx,NJ,6.31,0.0,May-2002,665.0,669.0,0.0,50.0,,7.0,0.0,5365.0,39.7,23.0,w,0.0,0.0,5864.9516229111,5864.95,5300.0,564.95,0.0,0.0,0.0,Aug-2018,2700.46,,Mar-2019,649.0,645.0,0.0,50.0,1.0,Individual,,,,0.0,0.0,28114.0,1.0,1.0,0.0,1.0,18.0,21505.0,83.0,1.0,2.0,5337.0,66.0,13500.0,2.0,0.0,0.0,4.0,4016.0,6463.0,45.2,0.0,0.0,109.0,175.0,12.0,5.0,2.0,42.0,50.0,18.0,50.0,5.0,1.0,2.0,2.0,9.0,5.0,5.0,15.0,2.0,7.0,0.0,0.0,0.0,2.0,73.9,0.0,0.0,0.0,42760.0,28114.0,11800.0,25985.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
141918828,,5000.0,5000.0,5000.0, 36 months,16.91,178.04,C,C5,Head cake decorator,1 year,OWN,25000.0,Not Verified,Oct-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=141918828,,debt_consolidation,Debt consolidation,394xx,MS,7.68,0.0,Nov-2007,675.0,679.0,1.0,68.0,,2.0,0.0,0.0,0.0,10.0,w,4446.72,4446.72,885.5,885.5,553.28,332.22,0.0,0.0,0.0,Mar-2019,178.04,Apr-2019,Mar-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,1835.0,1.0,1.0,0.0,1.0,15.0,1835.0,67.0,1.0,1.0,0.0,52.0,800.0,1.0,0.0,1.0,2.0,918.0,,,0.0,0.0,122.0,131.0,2.0,2.0,0.0,,,2.0,,0.0,0.0,0.0,0.0,1.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,90.0,,0.0,0.0,3548.0,1835.0,0.0,2748.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
58623343,,15000.0,15000.0,15000.0, 60 months,11.53,330.12,B,B5,Manager of Client Services,8 years,OWN,60000.0,Not Verified,Aug-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=58623343,,debt_consolidation,Debt consolidation,853xx,AZ,34.38,0.0,Sep-1999,710.0,714.0,1.0,,,20.0,0.0,17435.0,34.0,50.0,w,0.0,0.0,10251.52,10251.52,3635.87,2296.68,0.0,4318.97,777.4146,Mar-2017,330.12,,Mar-2019,604.0,600.0,0.0,,1.0,Individual,,,,0.0,0.0,221243.0,,,,,,,,,,,,51300.0,,,,16.0,12291.0,22358.0,40.4,0.0,0.0,191.0,69.0,2.0,2.0,0.0,2.0,,0.0,,0.0,7.0,11.0,8.0,10.0,35.0,13.0,15.0,11.0,20.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,276974.0,221243.0,37500.0,225674.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Jan-2019,BROKEN,Oct-2018,3445.93,45.0,24.0
93072133,,16000.0,16000.0,16000.0, 60 months,26.24,481.33,E,E5,Machinist Mate,10+ years,RENT,75000.0,Verified,Nov-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93072133,,debt_consolidation,Debt consolidation,063xx,CT,32.34,0.0,Apr-2006,690.0,694.0,0.0,80.0,,12.0,0.0,10692.0,57.8,34.0,w,0.0,0.0,3546.9,3546.9,543.36,1219.85,0.0,1783.69,321.0642,Mar-2017,481.33,,Jul-2018,629.0,625.0,0.0,,1.0,Individual,,,,0.0,0.0,56661.0,0.0,8.0,6.0,12.0,7.0,45969.0,74.0,1.0,2.0,2008.0,71.0,18500.0,0.0,19.0,0.0,14.0,4722.0,0.0,100.4,0.0,0.0,115.0,127.0,9.0,7.0,0.0,9.0,,,,0.0,1.0,4.0,1.0,1.0,29.0,4.0,5.0,4.0,12.0,0.0,0.0,0.0,7.0,97.1,100.0,0.0,0.0,80419.0,56661.0,2000.0,61919.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
73955076,,3500.0,3500.0,3500.0, 36 months,7.39,108.7,A,A4,Account Executive,2 years,MORTGAGE,100000.0,Not Verified,Mar-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73955076,,debt_consolidation,Debt consolidation,019xx,MA,8.72,0.0,Oct-2011,705.0,709.0,0.0,,,6.0,0.0,8390.0,89.3,6.0,w,0.0,0.0,3905.807050935901,3905.81,3500.0,405.81,0.0,0.0,0.0,Nov-2018,538.98,,Mar-2019,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,444406.0,0.0,1.0,0.0,0.0,30.0,17152.0,67.0,0.0,0.0,4682.0,63.0,9400.0,1.0,0.0,4.0,1.0,74068.0,299.0,96.4,0.0,0.0,30.0,53.0,33.0,9.0,1.0,33.0,,2.0,,0.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,465576.0,27681.0,8200.0,25685.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
135015575,,10000.0,10000.0,10000.0, 36 months,16.46,353.85,C,C5,food clerk,10+ years,RENT,55000.0,Not Verified,Jun-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=135015575,,debt_consolidation,Debt consolidation,945xx,CA,32.49,1.0,Jun-2004,740.0,744.0,0.0,17.0,,12.0,0.0,12878.0,31.6,20.0,w,7939.35,7939.35,3212.09,3212.09,2060.65,1151.44,0.0,0.0,0.0,Mar-2019,353.85,Apr-2019,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,26105.0,3.0,2.0,0.0,1.0,22.0,13227.0,34.0,4.0,5.0,8183.0,33.0,40800.0,1.0,0.0,0.0,6.0,2175.0,22643.0,34.0,0.0,0.0,158.0,168.0,2.0,2.0,0.0,2.0,17.0,15.0,17.0,0.0,4.0,7.0,6.0,10.0,5.0,10.0,15.0,7.0,12.0,0.0,0.0,0.0,4.0,95.0,0.0,0.0,0.0,80339.0,26105.0,34300.0,39539.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
409658,,3600.0,3600.0,3350.0, 36 months,9.63,115.54,A,A5,R and D Systems  Inc.,8 years,RENT,54996.0,Source Verified,Jun-2009,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=409658,Debt consolidation.,debt_consolidation,No More Debt Soon!,540xx,WI,1.24,0.0,Dec-1991,720.0,724.0,2.0,37.0,42.0,7.0,1.0,1919.0,19.8,29.0,f,0.0,0.0,4159.8841696707,3871.0,3600.0,559.88,0.0,0.0,0.0,Jun-2012,118.55,,Jan-2019,649.0,645.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
